date,region,category,orders_count,gross_amount,discounts,returns_refund,margin_cost,net_revenue,cancellations
2026-08-11,East,Apparel,180,10800.0,540.0,432.0,6264.0,9828.0,3
2026-08-11,North,Electronics,210,25200.0,1260.0,1008.0,14616.0,22932.0,4
2026-08-11,North,Home & Living,212,12720.0,636.0,508.8,7377.6,11575.2,4
2026-08-11,North,EV Accessories,207,17595.0,879.75,703.8,10205.1,16011.45,4
2026-08-11,North,Apparel,152,9120.0,456.0,364.8,5289.6,8299.2,3
2026-08-11,South,Electronics,161,19320.0,966.0,772.8,11205.6,17581.2,3
2026-08-11,South,Home & Living,187,11220.0,561.0,448.8,6507.6,10210.2,3
2026-08-11,South,EV Accessories,178,15130.0,756.5,605.2,8775.4,13768.3,3
2026-08-11,South,Apparel,201,12060.0,603.0,482.4,6994.8,10974.6,4
2026-08-12,West,Electronics,181,21720.0,1086.0,868.8,12597.6,19765.2,3
2026-08-12,West,Home & Living,189,11340.0,567.0,453.6,6577.2,10319.4,3
2026-08-12,West,EV Accessories,197,16745.0,837.25,669.8,9712.1,15237.95,3
2026-08-12,West,Apparel,210,12600.0,630.0,504.0,7308.0,11466.0,4
2026-08-12,East,Electronics,220,26400.0,1320.0,1056.0,15312.0,24024.0,4
2026-08-12,East,Home & Living,217,13020.0,651.0,520.8,7551.6,11848.2,4
2026-08-12,East,EV Accessories,194,16490.0,824.5,659.6,9564.2,15005.9,3
2026-08-12,East,Apparel,204,12240.0,612.0,489.6,7099.2,11138.4,4
2026-08-12,North,Electronics,220,26400.0,1320.0,1056.0,15312.0,24024.0,4
2026-08-12,North,Home & Living,192,11520.0,576.0,460.8,6681.6,10483.2,3
2026-08-12,North,EV Accessories,195,16575.0,828.75,663.0,9613.5,15083.25,3
2026-08-12,North,Apparel,208,12480.0,624.0,499.2,7238.4,11356.8,4
2026-08-12,South,Electronics,184,22080.0,1104.0,883.2,12806.4,20092.8,3
2026-08-12,South,Home & Living,189,11340.0,567.0,453.6,6577.2,10319.4,3
2026-08-12,South,EV Accessories,182,15470.0,773.5,618.8,8972.6,14077.7,3
2026-08-12,South,Apparel,179,10740.0,537.0,429.6,6229.2,9773.4,3
2026-08-13,West,Electronics,165,19800.0,990.0,792.0,11484.0,18018.0,3
2026-08-13,West,Home & Living,174,10440.0,522.0,417.6,6055.2,9500.4,3
2026-08-13,West,EV Accessories,190,16150.0,807.5,646.0,9367.0,14696.5,3
2026-08-13,West,Apparel,165,9900.0,495.0,396.0,5742.0,9009.0,3
2026-08-13,East,Electronics,218,26160.0,1308.0,1046.4,15172.8,23805.6,4
2026-08-13,East,Home & Living,173,10380.0,519.0,415.2,6020.4,9445.8,3
2026-08-13,East,EV Accessories,174,14790.0,739.5,591.6,8578.2,13458.9,3
2026-08-13,East,Apparel,177,10620.0,531.0,424.8,6159.6,9664.2,3
2026-08-13,North,Electronics,211,25320.0,1266.0,1012.8,14685.6,23041.2,4
2026-08-13,North,Home & Living,185,11100.0,555.0,444.0,6438.0,10101.0,3
2026-08-13,North,EV Accessories,217,18445.0,922.25,737.8,10698.1,16784.95,4
2026-08-13,North,Apparel,186,11160.0,558.0,446.4,6472.8,10155.6,3
2026-08-13,South,Electronics,162,19440.0,972.0,777.6,11275.2,17690.4,3
2026-08-13,South,Home & Living,174,10440.0,522.0,417.6,6055.2,9500.4,3
2026-08-13,South,EV Accessories,187,15895.0,794.75,635.8,9219.1,14464.45,3
2026-08-13,South,Apparel,179,10740.0,537.0,429.6,6229.2,9773.4,3
2026-08-14,West,Electronics,196,23520.0,1176.0,940.8,13641.6,21403.2,3
2026-08-14,West,Home & Living,172,10320.0,516.0,412.8,5985.6,9391.2,3
2026-08-14,West,EV Accessories,188,15980.0,799.0,639.2,9268.4,14541.8,3
2026-08-14,West,Apparel,151,9060.0,453.0,362.4,5254.8,8244.6,3
2026-08-14,East,Electronics,218,26160.0,1308.0,1046.4,15172.8,23805.6,4
2026-08-14,East,Home & Living,166,9960.0,498.0,398.4,5776.8,9063.6,3
2026-08-14,East,EV Accessories,185,15725.0,786.25,629.0,9120.5,14309.75,3
2026-08-14,East,Apparel,155,9300.0,465.0,372.0,5394.0,8463.0,3
2026-08-14,North,Electronics,156,18720.0,936.0,748.8,10857.6,17035.2,3
2026-08-14,North,Home & Living,220,13200.0,660.0,528.0,7656.0,12012.0,4
2026-08-14,North,EV Accessories,187,15895.0,794.75,635.8,9219.1,14464.45,3
2026-08-14,North,Apparel,166,9960.0,498.0,398.4,5776.8,9063.6,3
2026-08-14,South,Electronics,212,25440.0,1272.0,1017.6,14755.2,23150.4,4
2026-08-14,South,Home & Living,163,9780.0,489.0,391.2,5672.4,8899.8,3
2026-08-14,South,EV Accessories,151,12835.0,641.75,513.4,7444.3,11679.85,3
2026-08-14,South,Apparel,186,11160.0,558.0,446.4,6472.8,10155.6,3
